,u,i,ts,label,idx
22131,3815,3933,129,0,22132
22132,3660,3999,129,0,22133
22133,3999,3660,129,0,22134
22134,4102,3744,129,0,22135
22135,3744,4102,129,0,22136
22136,3660,4024,129,0,22137
22137,4024,3660,129,0,22138
22138,3660,4106,129,0,22139
22139,4106,3660,129,0,22140
22140,1294,3660,129,0,22141
22141,3660,1294,129,0,22142
22142,1249,3519,129,0,22143
22143,4079,1294,129,0,22144
22144,4079,1765,129,0,22145
22145,3567,1765,129,0,22146
22146,2248,1765,129,0,22147
22147,3827,4107,129,0,22148
22148,4107,3827,129,0,22149
22149,27,3036,129,0,22150
22150,3772,3033,129,0,22151
22151,1177,4073,129,0,22152
22152,4073,1177,129,0,22153
22153,3151,4108,129,0,22154
22154,2571,3151,129,0,22155
22155,3151,2571,129,0,22156
22156,4109,4028,129,0,22157
22157,4028,4109,129,0,22158
22158,978,14,129,0,22159
22159,14,978,129,0,22160
22160,99,1311,129,0,22161
22161,99,291,129,0,22162
22162,291,99,129,0,22163
22163,4093,3827,129,0,22164
22164,3151,3267,129,0,22165
22165,3267,3151,129,0,22166
22166,978,4019,129,0,22167
22167,978,3839,129,0,22168
22168,3839,978,129,0,22169
22169,4109,4100,129,0,22170
22170,1765,3839,129,0,22171
22171,3839,1765,129,0,22172
22172,3750,4100,129,0,22173
22173,2840,4112,129,0,22174
22174,4112,2840,129,0,22175
22175,2347,3457,129,0,22176
22176,3752,4105,129,0,22177
22177,2347,3752,129,0,22178
22178,3752,2347,129,0,22179
22179,4105,3752,129,0,22180
22180,3350,3446,129,0,22181
22181,3574,3999,129,0,22182
22182,3999,3574,129,0,22183
22183,2708,1294,129,0,22184
22184,1294,2571,129,0,22185
22185,2708,2080,129,0,22186
22186,2571,1719,129,0,22187
22187,1719,2571,129,0,22188
22188,4019,978,129,0,22189
22189,3827,3332,129,0,22190
22190,1460,4093,129,0,22191
22191,3827,3574,129,0,22192
22192,3996,3251,129,0,22193
22193,3251,3996,129,0,22194
22194,3752,865,129,0,22195
22195,3846,11,129,0,22196
22196,11,3846,129,0,22197
22197,2296,122,129,0,22198
22198,122,2296,129,0,22199
22199,3660,4090,129,0,22200
22200,4090,3660,129,0,22201
22201,3397,3063,129,0,22202
22202,3519,4007,129,0,22203
22203,865,4113,129,0,22204
22204,4093,1460,129,0,22205
22205,2296,4113,129,0,22206
22206,4113,2296,129,0,22207
22207,1177,4111,129,0,22208
22208,4111,1177,129,0,22209
22209,4043,4093,129,0,22210
22210,3446,3350,129,0,22211
22211,2700,22,129,0,22212
22212,2840,2063,129,0,22213
22213,2063,2840,129,0,22214
22214,3815,2840,129,0,22215
22215,4105,3660,129,0,22216
22216,3996,3465,129,0,22217
22217,3465,3996,129,0,22218
22218,4105,3911,129,0,22219
22219,3439,3996,129,0,22220
22220,4093,4043,129,0,22221
22221,2840,2844,129,0,22222
22222,3933,2248,129,0,22223
22223,2248,3933,129,0,22224
22224,3750,4114,129,0,22225
22225,501,2939,129,0,22226
22226,2939,501,129,0,22227
22227,3750,3440,129,0,22228
22228,1294,3996,129,0,22229
22229,314,2255,129,0,22230
22230,2255,314,129,0,22231
22231,4019,4115,129,0,22232
22232,4115,4019,129,0,22233
22233,4093,2655,129,0,22234
22234,2655,4093,129,0,22235
22235,4102,4046,129,0,22236
22236,4046,4102,129,0,22237
22237,4084,1644,129,0,22238
22238,3734,2248,129,0,22239
22239,3660,1644,129,0,22240
22240,1644,3660,129,0,22241
22241,4105,4117,129,0,22242
22242,4117,865,129,0,22243
22243,4117,4105,129,0,22244
22244,1311,1958,129,0,22245
22245,1958,1311,129,0,22246
22246,865,4105,129,0,22247
22247,865,4117,129,0,22248
22248,2255,2219,129,0,22249
22249,2942,2588,129,0,22250
22250,4080,2588,129,0,22251
22251,2588,4080,129,0,22252
22252,3846,3660,129,0,22253
22253,3660,3846,129,0,22254
22254,4034,3660,129,0,22255
22255,3660,4034,129,0,22256
22256,3660,4118,129,0,22257
22257,3660,4009,129,0,22258
22258,4009,3660,129,0,22259
22259,3660,1787,129,0,22260
22260,1787,3660,129,0,22261
22261,1276,109,129,0,22262
22262,2339,3649,129,0,22263
22263,1276,1355,129,0,22264
22264,4118,3660,129,0,22265
22265,865,2303,129,0,22266
22266,2303,865,129,0,22267
22267,3839,2939,129,0,22268
22268,2939,3839,129,0,22269
22269,3839,27,129,0,22270
22270,3839,2343,129,0,22271
22271,2343,3839,129,0,22272
22272,2237,4100,129,0,22273
22273,2844,2248,129,0,22274
22274,3911,4119,129,0,22275
22275,4119,3911,129,0,22276
22276,3334,978,129,0,22277
22277,4091,978,129,0,22278
22278,2258,2296,129,0,22279
22279,2296,2258,129,0,22280
22280,2296,2219,129,0,22281
22281,2258,2219,129,0,22282
22282,3251,2219,129,0,22283
22283,2296,1311,129,0,22284
22284,1241,506,129,0,22285
22285,11,3567,129,0,22286
22286,3567,11,129,0,22287
22287,4084,3846,129,0,22288
22288,3283,4120,129,0,22289
22289,4120,3283,129,0,22290
22290,3267,324,129,0,22291
22291,324,3267,129,0,22292
22292,3752,4087,129,0,22293
22293,4087,3752,129,0,22294
22294,978,3999,129,0,22295
22295,3999,191,129,0,22296
22296,1765,4059,129,0,22297
22297,4093,4121,129,0,22298
22298,4121,4093,129,0,22299
22299,1294,4122,129,0,22300
22300,4122,1294,129,0,22301
22301,4093,4120,129,0,22302
22302,4120,4093,129,0,22303
22303,3839,4084,129,0,22304
22304,4084,3839,129,0,22305
22305,2581,4123,129,0,22306
22306,1854,11,129,0,22307
22307,11,1854,129,0,22308
22308,1294,11,129,0,22309
22309,1686,1854,129,0,22310
22310,1854,1686,129,0,22311
22311,2140,6,129,0,22312
22312,4124,2339,129,0,22313
22313,2339,4124,129,0,22314
22314,1569,2673,129,0,22315
22315,4124,3905,129,0,22316
22316,4090,4125,129,0,22317
22317,4125,4090,129,0,22318
22318,3475,4102,129,0,22319
22319,4102,3475,129,0,22320
22320,3392,1787,129,0,22321
22321,1787,3392,129,0,22322
22322,4117,4125,129,0,22323
22323,4125,4117,129,0,22324
22324,4102,4117,129,0,22325
22325,4117,4102,129,0,22326
22326,3839,1569,129,0,22327
22327,1569,3839,129,0,22328
22328,11,4045,129,0,22329
22329,4045,11,129,0,22330
22330,4045,865,129,0,22331
22331,3911,3251,129,0,22332
22332,3251,3911,129,0,22333
22333,2329,3567,129,0,22334
22334,3567,2329,129,0,22335
22335,4093,3815,129,0,22336
22336,545,4121,129,0,22337
22337,4090,1834,129,0,22338
22338,1834,4090,129,0,22339
22339,4121,545,129,0,22340
22340,1834,4093,129,0,22341
22341,4125,27,129,0,22342
22342,2991,2588,129,0,22343
22343,3037,1982,129,0,22344
22344,4093,1834,129,0,22345
22345,1522,4125,129,0,22346
22346,4125,1522,129,0,22347
22347,3640,3911,129,0,22348
22348,3839,4090,129,0,22349
22349,4090,3839,129,0,22350
22350,1765,3274,129,0,22351
22351,1765,4127,129,0,22352
22352,4127,1765,129,0,22353
22353,4117,3927,129,0,22354
22354,3911,3640,129,0,22355
22355,4116,2588,129,0,22356
22356,4095,4100,129,0,22357
22357,3054,11,129,0,22358
22358,11,3054,129,0,22359
22359,3054,4125,129,0,22360
22360,4125,3054,129,0,22361
22361,3660,4128,129,0,22362
22362,4128,3660,129,0,22363
22363,2277,3660,129,0,22364
22364,3660,4129,129,0,22365
22365,3660,2277,129,0,22366
22366,4129,3660,129,0,22367
22367,3660,4130,129,0,22368
22368,3660,4131,129,0,22369
22369,4131,3660,129,0,22370
22370,3660,3357,129,0,22371
22371,3357,3660,129,0,22372
22372,4084,4129,129,0,22373
22373,4129,4084,129,0,22374
22374,2348,4132,129,0,22375
22375,4132,2348,129,0,22376
22376,1,1466,129,0,22377
22377,4129,27,129,0,22378
22378,865,2063,129,0,22379
22379,2063,865,129,0,22380
22380,4129,2063,129,0,22381
22381,2063,4129,129,0,22382
22382,3839,2063,129,0,22383
22383,4095,3858,129,0,22384
22384,2954,3826,129,0,22385
22385,2954,4123,129,0,22386
22386,1710,4134,129,0,22387
22387,3283,3963,129,0,22388
22388,4123,2954,129,0,22389
22389,2721,3574,129,0,22390
22390,3471,3332,129,0,22391
22391,3332,3471,129,0,22392
22392,3332,3827,129,0,22393
22393,3524,2447,129,0,22394
22394,4122,2447,129,0,22395
22395,303,2447,129,0,22396
22396,3571,3397,129,0,22397
22397,2588,3146,129,0,22398
22398,3146,2588,129,0,22399
22399,2588,4116,129,0,22400
22400,27,4135,129,0,22401
22401,27,4034,129,0,22402
22402,2588,3571,129,0,22403
22403,3571,2588,129,0,22404
22404,2021,3500,130,0,22405
22405,3500,2021,130,0,22406
22406,4134,1710,130,0,22407
22407,4048,27,130,0,22408
22408,3571,3839,130,0,22409
22409,4090,3260,130,0,22410
22410,3839,3571,130,0,22411
22411,3397,3571,130,0,22412
22412,3392,11,130,0,22413
22413,11,3392,130,0,22414
22414,3691,4096,130,0,22415
22415,3963,3283,130,0,22416
22416,3706,1999,130,0,22417
22417,3706,3585,130,0,22418
22418,3706,4075,130,0,22419
22419,3706,3752,130,0,22420
22420,3706,3833,130,0,22421
22421,11,870,130,0,22422
22422,870,11,130,0,22423
22423,3691,2954,130,0,22424
22424,3691,3192,130,0,22425
22425,3571,4070,130,0,22426
22426,4070,3571,130,0,22427
22427,2140,3669,130,0,22428
22428,2954,3691,130,0,22429
22429,3660,2140,130,0,22430
22430,2140,3660,130,0,22431
22431,3660,4136,130,0,22432
22432,4090,109,130,0,22433
22433,4076,3706,130,0,22434
22434,3706,4076,130,0,22435
22435,3660,4093,130,0,22436
22436,4093,3660,130,0,22437
22437,2804,3648,130,0,22438
22438,4093,4137,130,0,22439
22439,4137,4093,130,0,22440
22440,1595,4122,130,0,22441
22441,4122,1595,130,0,22442
22442,4093,1586,130,0,22443
22443,1506,1719,130,0,22444
22444,3660,1710,130,0,22445
22445,1595,3752,130,0,22446
22446,1710,3660,130,0,22447
22447,3660,4138,130,0,22448
22448,4138,3660,130,0,22449
22449,4128,4093,130,0,22450
22450,4093,4128,130,0,22451
22451,3660,4139,130,0,22452
22452,4139,3660,130,0,22453
22453,3660,4117,130,0,22454
22454,4117,3660,130,0,22455
22455,1595,3849,130,0,22456
22456,3849,1595,130,0,22457
22457,3392,3660,130,0,22458
22458,3660,3392,130,0,22459
22459,3839,4105,130,0,22460
22460,4105,3839,130,0,22461
22461,27,3839,130,0,22462
22462,27,4140,130,0,22463
22463,27,4125,130,0,22464
22464,3283,3976,130,0,22465
22465,1707,3844,130,0,22466
22466,1707,4142,130,0,22467
22467,2571,2819,130,0,22468
22468,2819,2571,130,0,22469
22469,2461,11,130,0,22470
22470,3959,3567,130,0,22471
22471,1569,3675,130,0,22472
22472,3567,3959,130,0,22473
22473,3959,2382,130,0,22474
22474,3839,4058,130,0,22475
22475,2588,3849,130,0,22476
22476,3567,4144,130,0,22477
22477,4144,3567,130,0,22478
22478,3660,1854,130,0,22479
22479,1854,3660,130,0,22480
22480,322,1982,130,0,22481
22481,322,2167,130,0,22482
22482,1294,2167,130,0,22483
22483,4058,3839,130,0,22484
22484,3660,1569,130,0,22485
22485,1569,3660,130,0,22486
22486,1871,3660,130,0,22487
22487,3660,1871,130,0,22488
22488,3660,4145,130,0,22489
22489,4145,3660,130,0,22490
22490,2959,4133,130,0,22491
22491,4133,2959,130,0,22492
22492,4117,3752,130,0,22493
22493,3752,4117,130,0,22494
22494,42,4133,130,0,22495
22495,4133,42,130,0,22496
22496,4117,164,130,0,22497
22497,164,4117,130,0,22498
22498,1322,3246,130,0,22499
22499,1322,3125,130,0,22500
22500,3752,3571,130,0,22501
22501,3571,3752,130,0,22502
22502,865,2840,130,0,22503
22503,15,2965,130,0,22504
22504,3744,3904,130,0,22505
22505,3904,3744,130,0,22506
22506,15,3669,130,0,22507
22507,978,3077,130,0,22508
22508,978,4146,130,0,22509
22509,3976,3283,130,0,22510
22510,3473,4147,130,0,22511
22511,3473,4148,130,0,22512
22512,3899,2940,130,0,22513
22513,2940,3899,130,0,22514
22514,3726,3205,130,0,22515
22515,4084,3668,130,0,22516
22516,4116,4149,130,0,22517
22517,1902,1652,130,0,22518
22518,4108,3151,130,0,22519
22519,1996,4150,130,0,22520
22520,1674,865,130,0,22521
22521,1674,2151,130,0,22522
22522,3415,4151,130,0,22523
22523,3849,4143,130,0,22524
22524,3415,4152,130,0,22525
22525,4152,3415,130,0,22526
22526,4143,3849,130,0,22527
22527,4148,3473,130,0,22528
22528,4148,4147,130,0,22529
22529,3849,3671,130,0,22530
22530,3671,3849,130,0,22531
22531,3959,4130,130,0,22532
22532,3959,4153,130,0,22533
22533,4153,3959,130,0,22534
22534,4153,4131,130,0,22535
22535,2588,2783,130,0,22536
22536,2783,2588,130,0,22537
22537,2939,3392,130,0,22538
22538,3392,2939,130,0,22539
22539,3959,3379,130,0,22540
22540,3660,4088,130,0,22541
22541,3379,3959,130,0,22542
22542,3671,3361,130,0,22543
22543,4088,3660,130,0,22544
22544,4124,496,130,0,22545
22545,3379,4154,130,0,22546
22546,4154,3379,130,0,22547
22547,4154,3951,130,0,22548
22548,3283,3121,130,0,22549
22549,3121,3283,130,0,22550
22550,4028,3487,130,0,22551
22551,3526,1119,130,0,22552
22552,1119,3526,130,0,22553
22553,4136,4155,130,0,22554
22554,2154,1757,130,0,22555
22555,1757,1522,130,0,22556
22556,1757,4117,130,0,22557
22557,4116,4136,130,0,22558
22558,1522,1674,130,0,22559
22559,4136,4116,130,0,22560
22560,3744,4136,130,0,22561
22561,4136,3744,130,0,22562
22562,4136,3660,130,0,22563
22563,4155,4136,130,0,22564
22564,2017,4154,130,0,22565
22565,4154,2017,130,0,22566
22566,4116,3500,130,0,22567
22567,3500,4116,130,0,22568
22568,1757,2840,130,0,22569
22569,4122,2840,130,0,22570
22570,2588,3810,130,0,22571
22571,11,3574,130,0,22572
22572,3574,11,130,0,22573
22573,4018,4100,130,0,22574
22574,1922,506,130,0,22575
22575,1161,4156,130,0,22576
22576,3660,2766,130,0,22577
22577,2766,3660,130,0,22578
22578,3754,3660,130,0,22579
22579,3660,3754,130,0,22580
22580,3660,4154,130,0,22581
22581,4154,3660,130,0,22582
22582,2248,1774,130,0,22583
22583,865,2248,130,0,22584
22584,3660,1187,130,0,22585
22585,1187,3660,130,0,22586
22586,4154,2215,130,0,22587
22587,3911,600,130,0,22588
22588,600,3911,130,0,22589
22589,4154,4156,130,0,22590
22590,4154,600,130,0,22591
22591,3911,4157,130,0,22592
22592,4157,3911,130,0,22593
22593,600,4154,130,0,22594
22594,3567,4158,130,0,22595
22595,4158,3567,130,0,22596
22596,2339,4154,130,0,22597
22597,4156,4154,130,0,22598
22598,2215,4154,130,0,22599
22599,1177,1952,130,0,22600
22600,1952,1177,130,0,22601
22601,4063,2588,130,0,22602
22602,2840,2571,130,0,22603
22603,3648,3567,130,0,22604
22604,3567,3648,130,0,22605
22605,3379,1569,130,0,22606
22606,1569,3379,130,0,22607
22607,3454,4159,130,0,22608
22608,4123,3449,130,0,22609
22609,4123,4100,130,0,22610
22610,3428,4093,130,0,22611
22611,4093,4123,130,0,22612
22612,1765,4160,130,0,22613
22613,3849,1486,130,0,22614
22614,1486,3849,130,0,22615
22615,2819,2004,130,0,22616
22616,2004,2819,130,0,22617
22617,3706,2783,130,0,22618
22618,2783,3706,130,0,22619
22619,2783,11,130,0,22620
22620,11,2783,130,0,22621
22621,3392,889,130,0,22622
22622,1058,4161,130,0,22623
22623,1765,4162,130,0,22624
22624,4162,3526,130,0,22625
22625,4162,1765,130,0,22626
22626,4162,1294,130,0,22627
22627,3911,1644,130,0,22628
22628,1644,3911,130,0,22629
22629,4161,1058,130,0,22630
22630,2721,1569,130,0,22631
22631,3379,4136,130,0,22632
22632,4136,3379,130,0,22633
22633,3706,1522,130,0,22634
22634,1522,3706,130,0,22635
22635,27,4129,130,0,22636
22636,1765,4163,130,0,22637
22637,4163,1765,130,0,22638
22638,4163,3737,130,0,22639
22639,3737,4163,130,0,22640
22640,4019,3821,130,0,22641
22641,978,4164,130,0,22642
22642,4164,191,130,0,22643
22643,4154,4136,130,0,22644
22644,4136,4154,130,0,22645
22645,4123,3701,130,0,22646
22646,4123,3192,130,0,22647
22647,3526,2588,130,0,22648
22648,3526,4162,130,0,22649
22649,2588,3526,130,0,22650
22650,407,3669,130,0,22651
22651,407,865,130,0,22652
22652,1294,4162,130,0,22653
22653,865,407,130,0,22654
22654,4136,4168,130,0,22655
22655,4168,4136,130,0,22656
22656,4084,4169,130,0,22657
22657,4123,4169,130,0,22658
22658,3574,4169,130,0,22659
22659,42,3392,130,0,22660
22660,4084,3471,130,0,22661
22661,99,3471,130,0,22662
22662,3471,99,130,0,22663
22663,3471,4171,130,0,22664
22664,4084,356,130,0,22665
22665,356,3471,130,0,22666
22666,99,4084,130,0,22667
22667,99,356,130,0,22668
22668,303,99,130,0,22669
22669,356,99,130,0,22670
22670,99,303,130,0,22671
22671,4133,3839,130,0,22672
22672,3839,4133,130,0,22673
22673,4149,3526,130,0,22674
22674,4171,3471,130,0,22675
22675,2248,17,130,0,22676
22676,4162,17,130,0,22677
22677,27,4169,130,0,22678
22678,99,4169,130,0,22679
22679,3801,3414,130,0,22680
22680,3414,3801,130,0,22681
22681,3752,4132,130,0,22682
22682,4132,3752,130,0,22683
22683,4167,4169,130,0,22684
22684,3567,19,130,0,22685
22685,2819,2078,130,0,22686
22686,2078,2819,130,0,22687
22687,3899,3744,130,0,22688
22688,3744,3899,130,0,22689
22689,3899,4173,131,0,22690
22690,4173,3899,131,0,22691
22691,4007,3519,131,0,22692
22692,4007,4078,131,0,22693
22693,3744,4154,131,0,22694
22694,4154,3744,131,0,22695
22695,133,2721,131,0,22696
22696,3904,978,131,0,22697
22697,978,3904,131,0,22698
22698,2721,133,131,0,22699
22699,978,2339,131,0,22700
22700,2339,978,131,0,22701
22701,11,4154,131,0,22702
22702,4154,11,131,0,22703
22703,3660,4174,131,0,22704
22704,4174,3660,131,0,22705
22705,4147,4148,131,0,22706
22706,4147,3473,131,0,22707
22707,4154,3777,131,0,22708
22708,3660,1629,131,0,22709
22709,3777,4154,131,0,22710
22710,1629,3660,131,0,22711
22711,4154,2339,131,0,22712
22712,3415,4154,131,0,22713
22713,2120,4175,131,0,22714
22714,4154,2783,131,0,22715
22715,2783,4154,131,0,22716
22716,4084,2033,131,0,22717
22717,2248,2033,131,0,22718
22718,2248,2840,131,0,22719
22719,4095,3454,131,0,22720
22720,3454,4095,131,0,22721
22721,3567,3574,131,0,22722
22722,2248,1630,131,0,22723
22723,3752,2248,131,0,22724
22724,1765,1630,131,0,22725
22725,4162,4177,131,0,22726
22726,4177,4162,131,0,22727
22727,1177,30,131,0,22728
22728,1177,376,131,0,22729
22729,1311,2296,131,0,22730
22730,376,1177,131,0,22731
22731,3454,4178,131,0,22732
22732,4178,3454,131,0,22733
22733,2248,1520,131,0,22734
22734,2461,2117,131,0,22735
22735,2248,600,131,0,22736
22736,600,2248,131,0,22737
22737,4116,4179,131,0,22738
22738,4179,4116,131,0,22739
22739,30,1177,131,0,22740
22740,2248,531,131,0,22741
22741,2581,4028,131,0,22742
22742,397,4028,131,0,22743
22743,4093,4180,131,0,22744
22744,4180,4093,131,0,22745
22745,3744,4181,131,0,22746
22746,4181,3744,131,0,22747
22747,3457,3526,131,0,22748
22748,2078,3810,131,0,22749
22749,3810,2078,131,0,22750
22750,4175,2120,131,0,22751
22751,3574,1982,131,0,22752
22752,3644,3899,131,0,22753
22753,4040,865,131,0,22754
22754,3899,2501,131,0,22755
22755,2501,3899,131,0,22756
22756,4181,11,131,0,22757
22757,11,4181,131,0,22758
22758,11,3333,131,0,22759
22759,3899,3333,131,0,22760
22760,3333,3899,131,0,22761
22761,4154,2117,131,0,22762
22762,3333,11,131,0,22763
22763,3155,3567,131,0,22764
22764,3567,3155,131,0,22765
22765,3454,4182,131,0,22766
22766,4182,3454,131,0,22767
22767,3899,2129,131,0,22768
22768,2129,3899,131,0,22769
22769,3567,4183,131,0,22770
22770,3567,4184,131,0,22771
22771,4183,3567,131,0,22772
22772,3273,3151,131,0,22773
22773,3839,4024,131,0,22774
22774,4024,3839,131,0,22775
22775,4151,3415,131,0,22776
22776,11,2461,131,0,22777
22777,1466,407,131,0,22778
22778,407,1466,131,0,22779
22779,3839,4185,131,0,22780
22780,4185,3839,131,0,22781
22781,2588,4186,131,0,22782
22782,3379,4186,131,0,22783
22783,3644,3959,131,0,22784
22784,3959,3644,131,0,22785
22785,4156,3373,131,0,22786
22786,4116,4005,131,0,22787
22787,4154,4145,131,0,22788
22788,4145,4154,131,0,22789
22789,4005,4116,131,0,22790
22790,4097,978,131,0,22791
22791,978,4097,131,0,22792
22792,3899,3101,131,0,22793
22793,3101,3899,131,0,22794
22794,4184,3567,131,0,22795
22795,4005,4106,131,0,22796
22796,4106,4005,131,0,22797
22797,3846,3478,131,0,22798
22798,507,3849,131,0,22799
22799,1294,3846,131,0,22800
22800,3846,4088,131,0,22801
22801,3905,4124,131,0,22802
22802,4088,3846,131,0,22803
22803,4093,4187,131,0,22804
22804,4093,4060,131,0,22805
22805,4060,4093,131,0,22806
22806,3581,3644,131,0,22807
22807,3644,3581,131,0,22808
22808,3524,4184,131,0,22809
22809,4184,3524,131,0,22810
22810,4149,3644,131,0,22811
22811,2303,1336,131,0,22812
22812,2339,3272,131,0,22813
22813,4116,4188,131,0,22814
22814,4188,4116,131,0,22815
22815,2783,3574,131,0,22816
22816,3574,2783,131,0,22817
22817,3839,2421,131,0,22818
22818,2421,3839,131,0,22819
22819,4028,4182,131,0,22820
22820,4182,4028,131,0,22821
22821,4123,3440,131,0,22822
22822,1355,1522,131,0,22823
22823,2804,3567,131,0,22824
22824,3526,1294,131,0,22825
22825,3839,4190,131,0,22826
22826,4190,3839,131,0,22827
22827,3839,4035,131,0,22828
22828,4035,3839,131,0,22829
22829,99,4191,131,0,22830
22830,1322,4191,131,0,22831
22831,865,4084,131,0,22832
22832,4116,3899,131,0,22833
22833,2588,4110,131,0,22834
22834,3752,4176,131,0,22835
22835,4176,3752,131,0,22836
22836,3839,4192,131,0,22837
22837,4192,3839,131,0,22838
22838,3524,4153,131,0,22839
22839,4153,3524,131,0,22840
22840,3827,3524,131,0,22841
22841,3524,3827,131,0,22842
22842,4154,4170,131,0,22843
22843,4170,4154,131,0,22844
22844,3827,3606,131,0,22845
22845,3606,3827,131,0,22846
22846,4170,4193,131,0,22847
22847,4193,4170,131,0,22848
22848,2248,4191,131,0,22849
22849,2248,4194,131,0,22850
22850,4194,2248,131,0,22851
22851,4194,4195,131,0,22852
22852,3752,3624,131,0,22853
22853,3624,3752,131,0,22854
22854,2141,4196,131,0,22855
22855,4196,2141,131,0,22856
22856,3326,454,131,0,22857
22857,4028,397,131,0,22858
22858,2581,3454,131,0,22859
22859,3454,2581,131,0,22860
22860,3939,27,131,0,22861
22861,4093,4182,131,0,22862
22862,978,4198,131,0,22863
22863,4198,978,131,0,22864
22864,3526,3581,131,0,22865
22865,3849,2588,131,0,22866
22866,4182,4093,131,0,22867
22867,3556,3581,131,0,22868
22868,4199,27,131,0,22869
22869,4097,2571,131,0,22870
22870,4197,4056,131,0,22871
22871,3827,2917,131,0,22872
22872,2917,3827,131,0,22873
22873,1522,4200,131,0,22874
22874,4200,1522,131,0,22875
22875,1586,4093,131,0,22876
22876,4095,4201,131,0,22877
22877,832,27,131,0,22878
22878,27,832,131,0,22879
22879,454,3326,131,0,22880
22880,1625,3326,131,0,22881
22881,3326,1625,131,0,22882
22882,2063,3839,131,0,22883
22883,1522,87,131,0,22884
22884,865,265,131,0,22885
22885,1569,4184,131,0,22886
22886,4184,1569,131,0,22887
22887,265,4019,131,0,22888
22888,4093,4196,131,0,22889
22889,4196,4093,131,0,22890
22890,4019,3648,131,0,22891
22891,3648,4019,131,0,22892
22892,3839,2926,131,0,22893
22893,2926,3839,131,0,22894
22894,3624,1719,131,0,22895
22895,865,4202,131,0,22896
22896,2885,2078,131,0,22897
22897,199,4093,131,0,22898
22898,4093,199,131,0,22899
22899,3146,2118,131,0,22900
22900,4199,4197,131,0,22901
22901,4197,4199,131,0,22902
22902,3644,2271,131,0,22903
22903,177,1522,131,0,22904
22904,3574,1586,131,0,22905
22905,1586,3574,131,0,22906
22906,1877,4100,132,0,22907
22907,4195,4194,132,0,22908
22908,4199,4203,132,0,22909
22909,4203,4199,132,0,22910
22910,27,4199,132,0,22911
22911,177,3669,132,0,22912
22912,4084,3473,132,0,22913
22913,3556,3336,132,0,22914
22914,3336,3556,132,0,22915
22915,4183,4204,132,0,22916
22916,4183,3192,132,0,22917
22917,4183,4205,132,0,22918
22918,2954,2581,132,0,22919
22919,1765,3118,132,0,22920
22920,3118,1765,132,0,22921
22921,3471,4207,132,0,22922
22922,11,2078,132,0,22923
22923,322,4208,132,0,22924
22924,4208,322,132,0,22925
22925,4199,3644,132,0,22926
22926,3644,4199,132,0,22927
22927,4093,3692,132,0,22928
22928,3692,4093,132,0,22929
22929,3118,11,132,0,22930
22930,11,3118,132,0,22931
22931,3155,3624,132,0,22932
22932,3624,3155,132,0,22933
22933,3839,3118,132,0,22934
22934,3118,3839,132,0,22935
22935,314,42,132,0,22936
22936,42,314,132,0,22937
22937,4207,3471,132,0,22938
22938,29,2954,132,0,22939
22939,3556,4093,132,0,22940
22940,11,2564,132,0,22941
22941,4200,1294,132,0,22942
22942,4057,3660,132,0,22943
22943,3740,2355,132,0,22944
22944,2355,3740,132,0,22945
22945,2355,4200,132,0,22946
22946,4200,2355,132,0,22947
22947,2355,3471,132,0,22948
22948,3471,2355,132,0,22949
22949,3624,4209,132,0,22950
22950,4209,3624,132,0,22951
22951,27,4210,132,0,22952
22952,4210,27,132,0,22953
22953,3169,4211,132,0,22954
22954,4211,3169,132,0,22955
22955,4093,3461,132,0,22956
22956,3461,4093,132,0,22957
22957,4212,4028,132,0,22958
22958,4028,4212,132,0,22959
22959,4212,3894,132,0,22960
22960,4203,3332,132,0,22961
22961,3332,4203,132,0,22962
22962,3747,437,132,0,22963
22963,1625,4183,132,0,22964
22964,4183,1625,132,0,22965
22965,4084,4213,132,0,22966
22966,2248,3377,132,0,22967
22967,4067,978,132,0,22968
22968,4116,4203,132,0,22969
22969,4203,4116,132,0,22970
22970,2339,4214,132,0,22971
22971,2120,4156,132,0,22972
22972,4156,2120,132,0,22973
22973,4028,3795,132,0,22974
22974,2954,4215,132,0,22975
22975,4215,2954,132,0,22976
22976,4165,191,132,0,22977
22977,511,42,132,0,22978
22978,42,511,132,0,22979
22979,2348,42,132,0,22980
22980,42,2348,132,0,22981
22981,3849,507,132,0,22982
22982,1522,1757,132,0,22983
22983,1765,3392,132,0,22984
22984,3903,4116,132,0,22985
22985,4116,3903,132,0,22986
22986,27,4216,132,0,22987
22987,3556,4183,132,0,22988
22988,1569,3556,132,0,22989
22989,3556,1569,132,0,22990
22990,3556,3815,132,0,22991
22991,2763,1765,132,0,22992
22992,1765,2763,132,0,22993
22993,1466,2422,132,0,22994
22994,2422,1466,132,0,22995
22995,11,4217,132,0,22996
22996,4217,11,132,0,22997
22997,2215,4116,132,0,22998
22998,4116,2215,132,0,22999
22999,4207,3321,132,0,23000
23000,3321,4207,132,0,23001
23001,4213,1764,132,0,23002
23002,3903,2950,132,0,23003
23003,3169,2588,132,0,23004
23004,4183,3556,132,0,23005
23005,3169,3556,132,0,23006
23006,4183,2588,132,0,23007
23007,4093,3556,132,0,23008
23008,4183,3184,132,0,23009
23009,1586,4218,132,0,23010
23010,4218,1586,132,0,23011
23011,1278,3373,132,0,23012
23012,1586,3669,132,0,23013
23013,4084,2095,132,0,23014
23014,4084,191,132,0,23015
23015,4084,4040,132,0,23016
23016,2891,1311,132,0,23017
